node_id,name,type,city,segment,lat,lon,customer_type,demand_packages,zbe_required,service_min,ready_min,due_min
48,Madrid – Cliente 0061,client,Madrid,urban,40.33568561370098,-3.614223449577655,particular,2,0,5,480,1080
755,Madrid – Cliente 0980,client,Madrid,periurban,40.32675775353108,-3.418254242481892,particular,1,0,7,480,1080
67,Madrid – Cliente 0082,client,Madrid,urban,40.4008609346922,-3.587985882221815,particular,2,1,5,480,1080
1903,Madrid – Cliente 2500,client,Madrid,urban,40.41374526153031,-3.62687955412425,particular,3,1,8,480,1080
55,Madrid – Cliente 0069,client,Madrid,urban,40.30202974561793,-3.672765418827421,particular,2,0,6,480,1080
680,Madrid – Cliente 0882,client,Madrid,urban,40.39056744163143,-3.612044762264657,tienda,14,1,18,480,1080
686,Madrid – Cliente 0888,client,Madrid,urban,40.49072217223749,-3.578284089261832,particular,2,0,7,480,1080
1938,Madrid – Cliente 2546,client,Madrid,periurban,40.52670608423828,-3.909094510254128,particular,1,0,6,480,1080
2144,Madrid – Cliente 2830,client,Madrid,regional,41.23610147718916,-2.477626564047161,tienda,12,0,16,480,1080
720,Madrid – Cliente 0935,client,Madrid,urban,40.33713559385864,-3.590603005206047,tienda,11,0,14,480,1080
1985,Madrid – Cliente 2615,client,Madrid,periurban,40.42689487009319,-3.961449630768633,tienda,13,0,19,480,1080
489,Madrid – Cliente 0634,client,Madrid,urban,40.392974660050285,-3.633739455839122,particular,1,1,6,480,1080
523,Madrid – Cliente 0679,client,Madrid,urban,40.31471516215976,-3.597890881020455,tienda,10,0,18,480,1080
623,Madrid – Cliente 0810,client,Madrid,urban,40.42958927395576,-3.653633822363567,particular,3,0,6,480,1080
1584,Madrid – Cliente 2067,client,Madrid,urban,40.37610742070589,-3.683603125257059,tienda,14,0,20,480,1080
600,Madrid – Cliente 0779,client,Madrid,urban,40.4316233041916,-3.682617307995035,particular,6,0,8,480,1080
1833,Madrid – Cliente 2407,client,Madrid,urban,40.43929788706016,-3.6322962614112657,particular,8,0,7,480,1080
1840,Madrid – Cliente 2417,client,Madrid,urban,40.46061868734862,-3.654885983870436,particular,2,0,6,480,1080
1900,Madrid – Cliente 2496,client,Madrid,urban,40.4364813540752,-3.591006643103431,particular,2,0,5,480,1080
1916,Madrid – Cliente 2516,client,Madrid,urban,40.30632576172232,-3.5650477076580374,particular,1,0,7,480,1080
1738,Madrid – Cliente 2272,client,Madrid,urban,40.4855277514923,-3.631454939217854,particular,2,0,6,480,1080
1998,Madrid – Cliente 2634,client,Madrid,periurban,40.252810150125455,-3.5056421532669244,particular,5,0,5,480,1080
567,Madrid – Cliente 0735,client,Madrid,urban,40.44452984494611,-3.5771558344272947,tienda,11,0,19,480,1080
2004,Madrid – Cliente 2642,client,Madrid,periurban,40.26102952338643,-3.4546179111253594,particular,1,0,7,480,1080
2170,Madrid – Cliente 2865,client,Madrid,regional,40.36907892831455,-2.381447352717569,tienda,9,0,18,480,1080
602,Madrid – Cliente 0781,client,Madrid,urban,40.3755320130534,-3.656372622429652,particular,1,1,6,480,1080
2040,Madrid – Cliente 2691,client,Madrid,periurban,40.54316322337986,-3.752333128385653,tienda,13,0,12,480,1080
889,Madrid – Cliente 1168,client,Madrid,regional,39.47185214774986,-2.1861216711882587,tienda,9,0,18,480,1080
2090,Madrid – Cliente 2761,client,Madrid,regional,41.10379052342477,-5.251309701341704,particular,2,0,7,480,1080
2162,Madrid – Cliente 2855,client,Madrid,regional,38.76264678395001,-2.929565138832309,particular,3,0,6,480,1080
793,Madrid – Cliente 1032,client,Madrid,periurban,40.48840842902971,-3.66410833668416,tienda,10,0,20,480,1080
2092,Madrid – Cliente 2764,client,Madrid,regional,39.22455261151635,-3.427383571937709,tienda,7,0,20,480,1080
69,Madrid – Cliente 0084,client,Madrid,urban,40.42792801673309,-3.5424595528283147,tienda,14,0,11,480,1080
685,Madrid – Cliente 0887,client,Madrid,urban,40.369140768331526,-3.691935291096068,particular,3,0,8,480,1080
884,Madrid – Cliente 1161,client,Madrid,regional,40.83950184464413,-4.912890426886809,particular,3,0,8,480,1080
1745,Madrid – Cliente 2284,client,Madrid,urban,40.39138993200562,-3.630397994478815,particular,11,1,6,480,1080
62,Madrid – Cliente 0077,client,Madrid,urban,40.35082213793133,-3.57772299913965,tienda,9,0,12,480,1080
635,Madrid – Cliente 0823,client,Madrid,urban,40.34948142082318,-3.589359336081202,tienda,6,0,11,480,1080
1633,Madrid – Cliente 2133,client,Madrid,urban,40.39360834489407,-3.572720065589996,tienda,12,0,12,480,1080
196,Madrid – Cliente 0251,client,Madrid,regional,40.96482601814103,-3.0463219230334544,tienda,13,0,13,480,1080
27,Madrid – Cliente 0036,client,Madrid,urban,40.32922931770106,-3.640791223457839,particular,1,0,8,480,1080
1931,Madrid – Cliente 2536,client,Madrid,periurban,40.53117322747815,-3.773542543168283,tienda,15,0,16,480,1080
47,Madrid – Cliente 0060,client,Madrid,urban,40.38455462949079,-3.6116329974265833,tienda,8,1,19,480,1080
491,Madrid – Cliente 0637,client,Madrid,urban,40.34574149142401,-3.5946692601670653,particular,1,0,5,480,1080
2147,Madrid – Cliente 2833,client,Madrid,regional,38.81128145668429,-2.9252990619257133,tienda,10,0,19,480,1080
478,Madrid – Cliente 0622,client,Madrid,urban,40.37596554706448,-3.685304533348572,tienda,5,0,16,480,1080
819,Madrid – Cliente 1072,client,Madrid,periurban,40.508730359607775,-3.5016713891428126,tienda,9,0,14,480,1080
589,Madrid – Cliente 0761,client,Madrid,urban,40.38806932417232,-3.58011010980346,particular,2,1,6,480,1080
886,Madrid – Cliente 1164,client,Madrid,regional,39.894052704294246,-2.70393116382755,particular,2,0,6,480,1080
1787,Madrid – Cliente 2343,client,Madrid,urban,40.43152609248816,-3.606613906237248,tienda,14,0,10,480,1080
1960,Madrid – Cliente 2580,client,Madrid,periurban,40.33542231667029,-3.741279991880694,particular,3,0,5,480,1080
688,Madrid – Cliente 0891,client,Madrid,urban,40.34996466006994,-3.593984517624461,particular,3,0,7,480,1080
556,Madrid – Cliente 0717,client,Madrid,urban,40.33805267665494,-3.694293285083084,particular,2,0,8,480,1080
919,Madrid – Cliente 1208,client,Madrid,regional,39.64215804782688,-1.7256845170234585,tienda,10,0,12,480,1080
1637,Madrid – Cliente 2139,client,Madrid,urban,40.32184959002741,-3.693465325779621,particular,2,0,6,480,1080
535,Madrid – Cliente 0694,client,Madrid,urban,40.401440508587285,-3.753519032365816,tienda,12,0,17,480,1080
1935,Madrid – Cliente 2543,client,Madrid,periurban,40.33626283652254,-3.9125012630994407,tienda,15,0,11,480,1080
1959,Madrid – Cliente 2578,client,Madrid,periurban,40.298286119220656,-3.568873273878148,tienda,11,0,18,480,1080
1979,Madrid – Cliente 2607,client,Madrid,periurban,40.570119576544606,-3.833798658885288,tienda,16,0,16,480,1080
512,Madrid – Cliente 0664,client,Madrid,urban,40.30097798658908,-3.605380140193632,particular,5,0,5,480,1080
610,Madrid – Cliente 0793,client,Madrid,urban,40.34978517791961,-3.649690408362394,tienda,16,0,13,480,1080
1577,Madrid – Cliente 2059,client,Madrid,urban,40.39901031464414,-3.561008847457246,particular,1,0,6,480,1080
683,Madrid – Cliente 0885,client,Madrid,urban,40.46248578919317,-3.698296253408424,particular,1,0,8,480,1080
1934,Madrid – Cliente 2542,client,Madrid,periurban,40.48918702223549,-3.731650255914039,tienda,13,0,13,480,1080
2143,Madrid – Cliente 2828,client,Madrid,regional,40.627085254643,-4.885819211117871,particular,1,0,6,480,1080
790,Madrid – Cliente 1028,client,Madrid,periurban,40.610684244815765,-3.587355801433336,particular,2,0,8,480,1080
528,Madrid – Cliente 0685,client,Madrid,urban,40.37972824987312,-3.5669045665888226,particular,2,0,5,480,1080
36,Madrid – Cliente 0048,client,Madrid,urban,40.42983231443146,-3.678034133012961,tienda,14,0,16,480,1080
1605,Madrid – Cliente 2095,client,Madrid,urban,40.37288638697423,-3.6130209296886,particular,2,1,5,480,1080
1625,Madrid – Cliente 2124,client,Madrid,urban,40.39264857096733,-3.712764120775772,tienda,12,0,17,480,1080
1967,Madrid – Cliente 2589,client,Madrid,periurban,40.56489788879981,-3.671638723786072,tienda,18,0,17,480,1080
85,Madrid – Cliente 0105,client,Madrid,urban,40.42232217316661,-3.694262774707117,particular,1,0,5,480,1080
784,Madrid – Cliente 1018,client,Madrid,periurban,40.27182657755164,-3.758086377973808,particular,1,0,7,480,1080
668,Madrid – Cliente 0867,client,Madrid,urban,40.44479084702676,-3.6163120771556967,particular,1,0,6,480,1080
810,Madrid – Cliente 1054,client,Madrid,periurban,40.21692912498956,-3.570734167336272,tienda,15,0,16,480,1080
696,Madrid – Cliente 0901,client,Madrid,urban,40.413714216863,-3.592866616880391,tienda,12,1,11,480,1080
1709,Madrid – Cliente 2237,client,Madrid,urban,40.43416981909256,-3.642171859660254,tienda,13,0,16,480,1080
1901,Madrid – Cliente 2497,client,Madrid,urban,40.362967075406935,-3.737496384220141,particular,7,0,6,480,1080
1683,Madrid – Cliente 2199,client,Madrid,urban,40.33148155973839,-3.7285818907852937,particular,1,0,7,480,1080
119,Madrid – Cliente 0149,client,Madrid,urban,40.43127454645197,-3.66930317664219,tienda,11,0,18,480,1080
736,Madrid – Cliente 0954,client,Madrid,urban,40.37098369699771,-3.548860214835764,tienda,14,0,14,480,1080
1751,Madrid – Cliente 2295,client,Madrid,urban,40.30919426951671,-3.720195826040477,tienda,13,0,10,480,1080
785,Madrid – Cliente 1019,client,Madrid,periurban,40.31757756218366,-3.759921265554776,tienda,19,0,13,480,1080
1765,Madrid – Cliente 2314,client,Madrid,urban,40.34551609251485,-3.575994453836725,tienda,5,0,14,480,1080
1830,Madrid – Cliente 2402,client,Madrid,urban,40.39457058367245,-3.6252079291781705,tienda,8,1,18,480,1080
1799,Madrid – Cliente 2358,client,Madrid,urban,40.34347809539495,-3.6285756431687815,particular,1,0,6,480,1080
836,Madrid – Cliente 1093,client,Madrid,periurban,40.50970090993644,-3.611439412451121,tienda,11,0,20,480,1080
667,Madrid – Cliente 0866,client,Madrid,urban,40.48320355190974,-3.614729480231608,tienda,13,0,12,480,1080
2154,Madrid – Cliente 2845,client,Madrid,regional,42.15968101806058,-4.292123325464085,tienda,12,0,20,480,1080
2063,Madrid – Cliente 2722,client,Madrid,periurban,40.419706334831325,-3.281014181629112,particular,1,0,8,480,1080
609,Madrid – Cliente 0792,client,Madrid,urban,40.36517754462285,-3.5965051048744927,tienda,18,1,10,480,1080
517,Madrid – Cliente 0672,client,Madrid,urban,40.35934212701471,-3.671224439831071,particular,4,0,5,480,1080
2159,Madrid – Cliente 2851,client,Madrid,regional,40.77450367471225,-5.5458409825859984,tienda,10,0,15,480,1080
1802,Madrid – Cliente 2361,client,Madrid,urban,40.40579008526843,-3.674773758108564,particular,1,0,6,480,1080
2122,Madrid – Cliente 2800,client,Madrid,regional,39.99870519464415,-2.355599344583914,tienda,14,0,16,480,1080
855,Madrid – Cliente 1121,client,Madrid,periurban,40.19385035660176,-3.741695358849317,particular,3,0,5,480,1080
863,Madrid – Cliente 1129,client,Madrid,regional,40.22423791032713,-5.748320727267425,particular,3,0,7,480,1080
833,Madrid – Cliente 1090,client,Madrid,periurban,40.34821372273109,-3.943826976772532,tienda,12,0,16,480,1080
1622,Madrid – Cliente 2120,client,Madrid,urban,40.4207354144532,-3.512105422694373,particular,3,0,8,480,1080
1950,Madrid – Cliente 2565,client,Madrid,periurban,40.48468148204052,-3.505742970309403,particular,1,0,5,480,1080
1673,Madrid – Cliente 2187,client,Madrid,urban,40.38282450854329,-3.612212092466768,particular,3,1,6,480,1080
807,Madrid – Cliente 1050,client,Madrid,periurban,40.45782053492889,-3.768620407738079,tienda,10,0,13,480,1080
476,Madrid – Cliente 0619,client,Madrid,urban,40.35585907960351,-3.6024443606078496,particular,1,0,6,480,1080
200,Madrid – Cliente 0255,client,Madrid,regional,41.89354614693354,-3.698771946725146,tienda,13,0,13,480,1080
179,Madrid – Cliente 0225,client,Madrid,periurban,40.28192588753942,-3.5824609457371404,tienda,10,0,19,480,1080
90,Madrid – Cliente 0112,client,Madrid,urban,40.37146373089257,-3.740645358952731,particular,2,0,6,480,1080
127,Madrid – Cliente 0158,client,Madrid,urban,40.364458664373615,-3.64792026278049,particular,2,1,6,480,1080
792,Madrid – Cliente 1031,client,Madrid,periurban,40.5255215516308,-3.666542829841101,tienda,14,0,17,480,1080
554,Madrid – Cliente 0715,client,Madrid,urban,40.3814332959623,-3.628614865556297,particular,4,1,7,480,1080
1573,Madrid – Cliente 2055,client,Madrid,urban,40.33170638013264,-3.710611177441393,particular,1,0,6,480,1080
2172,Madrid – Cliente 2867,client,Madrid,regional,39.48720808518845,-3.961324479857236,particular,2,0,5,480,1080
1758,Madrid – Cliente 2302,client,Madrid,urban,40.36829743988269,-3.595622082428397,particular,3,1,6,480,1080
498,Madrid – Cliente 0645,client,Madrid,urban,40.39520898185653,-3.6220437704271378,particular,1,1,7,480,1080
2185,Madrid – Cliente 2883,client,Madrid,regional,41.41183073347151,-4.970303979280541,particular,1,0,7,480,1080
780,Madrid – Cliente 1013,client,Madrid,periurban,40.38097208340457,-3.8428903115815016,tienda,26,0,10,480,1080
132,Madrid – Cliente 0164,client,Madrid,periurban,40.58508194207722,-3.6270457454321714,tienda,12,0,14,480,1080
1546,Madrid – Cliente 2020,client,Madrid,urban,40.39464797020796,-3.630987290575473,particular,2,1,7,480,1080
1638,Madrid – Cliente 2142,client,Madrid,urban,40.31116940593007,-3.721620189230845,particular,2,0,5,480,1080
1713,Madrid – Cliente 2242,client,Madrid,urban,40.38092753200694,-3.631280848013336,tienda,12,1,19,480,1080
2075,Madrid – Cliente 2737,client,Madrid,periurban,40.59002298672797,-3.721173000997743,tienda,17,0,20,480,1080
497,Madrid – Cliente 0644,client,Madrid,urban,40.407611182339046,-3.678260315326872,particular,3,0,5,480,1080
597,Madrid – Cliente 0774,client,Madrid,urban,40.39117248773423,-3.575407114153565,particular,1,0,5,480,1080
466,Madrid – Cliente 0605,client,Madrid,urban,40.40843685013112,-3.64181166594582,particular,2,1,5,480,1080
2180,Madrid – Cliente 2875,client,Madrid,regional,41.48134284307366,-2.615868900114559,particular,2,0,6,480,1080
1668,Madrid – Cliente 2181,client,Madrid,urban,40.43290800751804,-3.590830585158849,particular,1,0,5,480,1080
1572,Madrid – Cliente 2054,client,Madrid,urban,40.321832500560056,-3.651956615978674,tienda,16,0,17,480,1080
1644,Madrid – Cliente 2151,client,Madrid,urban,40.35577159852567,-3.742201592853312,particular,1,0,5,480,1080
33,Madrid – Cliente 0045,client,Madrid,urban,40.35405016401367,-3.641795767007785,particular,1,0,5,480,1080
540,Madrid – Cliente 0699,client,Madrid,urban,40.384034451173456,-3.6318999514986015,particular,1,1,7,480,1080
547,Madrid – Cliente 0707,client,Madrid,urban,40.483023372352825,-3.642926525074886,particular,1,0,5,480,1080
1800,Madrid – Cliente 2359,client,Madrid,urban,40.351178175563895,-3.635597528432552,tienda,11,0,10,480,1080
2047,Madrid – Cliente 2699,client,Madrid,periurban,40.58844099686783,-3.509100705182128,particular,4,0,5,480,1080
35,Madrid – Cliente 0047,client,Madrid,urban,40.471838308931,-3.677164440705968,particular,2,0,7,480,1080
1958,Madrid – Cliente 2577,client,Madrid,periurban,40.28300330603186,-3.4226380496758595,tienda,10,0,10,480,1080
825,Madrid – Cliente 1078,client,Madrid,periurban,40.339787096402524,-3.488061821428748,particular,1,0,6,480,1080
604,Madrid – Cliente 0784,client,Madrid,urban,40.37980578763521,-3.744310916923988,particular,2,0,5,480,1080
2086,Madrid – Cliente 2756,client,Madrid,regional,40.52276751676385,-5.624328807510967,particular,1,0,5,480,1080
501,Madrid – Cliente 0650,client,Madrid,urban,40.38624993275655,-3.716106174805952,particular,4,0,8,480,1080
74,Madrid – Cliente 0089,client,Madrid,urban,40.39723321846148,-3.586751010172814,tienda,15,1,17,480,1080
669,Madrid – Cliente 0868,client,Madrid,urban,40.38246434746648,-3.605454755854272,tienda,14,1,11,480,1080
625,Madrid – Cliente 0812,client,Madrid,urban,40.38835443527598,-3.6204570686841913,particular,3,1,6,480,1080
2128,Madrid – Cliente 2807,client,Madrid,regional,40.79505309399341,-5.071850698717933,particular,1,0,6,480,1080
555,Madrid – Cliente 0716,client,Madrid,urban,40.39253779539361,-3.581986813729468,particular,3,1,5,480,1080
1603,Madrid – Cliente 2093,client,Madrid,urban,40.39270381980926,-3.716352653930001,tienda,11,0,12,480,1080
1672,Madrid – Cliente 2186,client,Madrid,urban,40.3835558668059,-3.5947369500574906,particular,2,1,5,480,1080
1630,Madrid – Cliente 2129,client,Madrid,urban,40.39201309312024,-3.62666976240423,tienda,10,1,18,480,1080
887,Madrid – Cliente 1165,client,Madrid,regional,40.1699292569829,-4.574746590869177,tienda,18,0,12,480,1080
1669,Madrid – Cliente 2182,client,Madrid,urban,40.484160117539645,-3.661337501752565,particular,1,0,6,480,1080
830,Madrid – Cliente 1084,client,Madrid,periurban,40.18314656006002,-3.5993147154562584,particular,2,0,8,480,1080
52,Madrid – Cliente 0065,client,Madrid,urban,40.39639655845794,-3.618871708013641,particular,1,1,7,480,1080
117,Madrid – Cliente 0146,client,Madrid,urban,40.454929727632326,-3.5418247596615764,tienda,13,0,10,480,1080
159,Madrid – Cliente 0197,client,Madrid,periurban,40.248358000848754,-3.425681353674011,tienda,13,0,14,480,1080
549,Madrid – Cliente 0709,client,Madrid,urban,40.32218787727084,-3.635157551722529,particular,4,0,7,480,1080
1954,Madrid – Cliente 2572,client,Madrid,periurban,40.54988891551132,-3.845799684102718,particular,4,0,5,480,1080
629,Madrid – Cliente 0817,client,Madrid,urban,40.36287541192881,-3.5465453808167373,tienda,12,0,17,480,1080
1747,Madrid – Cliente 2289,client,Madrid,urban,40.4617795798276,-3.609116962115351,particular,1,0,7,480,1080
1835,Madrid – Cliente 2410,client,Madrid,urban,40.34835798520866,-3.524772710105676,tienda,12,0,18,480,1080
640,Madrid – Cliente 0829,client,Madrid,urban,40.38480065579401,-3.624791965979725,particular,4,1,7,480,1080
2175,Madrid – Cliente 2870,client,Madrid,regional,39.61286584327014,-4.115594453075224,particular,2,0,5,480,1080
1865,Madrid – Cliente 2450,client,Madrid,urban,40.469347672939854,-3.666393412378854,particular,1,0,7,480,1080
621,Madrid – Cliente 0808,client,Madrid,urban,40.39643817373937,-3.616116872066749,particular,3,1,8,480,1080
202,Madrid – Cliente 0258,client,Madrid,regional,41.90258819658136,-4.604520143559114,particular,1,0,5,480,1080
1582,Madrid – Cliente 2065,client,Madrid,urban,40.40027815508773,-3.6521148603653697,particular,1,1,6,480,1080
840,Madrid – Cliente 1097,client,Madrid,periurban,40.36531934315863,-3.9297353605028142,particular,3,0,6,480,1080
902,Madrid – Cliente 1184,client,Madrid,regional,41.82530468246459,-3.632201062228856,tienda,11,0,13,480,1080
691,Madrid – Cliente 0894,client,Madrid,urban,40.33996333748642,-3.5094719054108525,tienda,13,0,19,480,1080
111,Madrid – Cliente 0137,client,Madrid,urban,40.387349015996215,-3.629589518825864,particular,2,1,8,480,1080
2001,Madrid – Cliente 2638,client,Madrid,periurban,40.39785486585008,-3.889977660582094,tienda,17,0,20,480,1080
2178,Madrid – Cliente 2873,client,Madrid,regional,41.51290900291745,-3.027655670805428,tienda,19,0,17,480,1080
1944,Madrid – Cliente 2553,client,Madrid,periurban,40.28207141039997,-3.458682248998936,tienda,5,0,19,480,1080
1927,Madrid – Cliente 2530,client,Madrid,urban,40.368697724979775,-3.532475131865507,particular,1,0,6,480,1080
2072,Madrid – Cliente 2733,client,Madrid,periurban,40.57164535537924,-3.616246020398736,tienda,13,0,12,480,1080
2119,Madrid – Cliente 2796,client,Madrid,regional,42.0563245742574,-5.00925761692046,tienda,13,0,16,480,1080
608,Madrid – Cliente 0790,client,Madrid,urban,40.41628204006784,-3.660922263703332,tienda,14,0,17,480,1080
2083,Madrid – Cliente 2751,client,Madrid,periurban,40.27333300277311,-3.5213995583275848,particular,1,0,6,480,1080
872,Madrid – Cliente 1147,client,Madrid,regional,40.0484668406134,-3.070617570113585,tienda,6,0,11,480,1080
2067,Madrid – Cliente 2727,client,Madrid,periurban,40.40352857283468,-3.93022766533942,particular,2,0,8,480,1080
1733,Madrid – Cliente 2267,client,Madrid,urban,40.43711063252911,-3.70255565846389,particular,2,0,7,480,1080
860,Madrid – Cliente 1126,client,Madrid,periurban,40.3985716316929,-3.88546755008502,tienda,15,0,19,480,1080
737,Madrid – Cliente 0955,client,Madrid,urban,40.419660932258445,-3.5790126794710577,particular,3,0,8,480,1080
1678,Madrid – Cliente 2193,client,Madrid,urban,40.40088124622216,-3.5756001219743485,tienda,8,0,12,480,1080
1893,Madrid – Cliente 2485,client,Madrid,urban,40.35793866560961,-3.740488155559045,tienda,11,0,20,480,1080
172,Madrid – Cliente 0216,client,Madrid,periurban,40.410460794712925,-3.311212607282335,tienda,11,0,19,480,1080
2060,Madrid – Cliente 2718,client,Madrid,periurban,40.48570702022474,-3.7213700185774266,tienda,13,0,19,480,1080
1567,Madrid – Cliente 2048,client,Madrid,urban,40.39980521476201,-3.743008247216805,particular,1,0,8,480,1080
502,Madrid – Cliente 0651,client,Madrid,urban,40.406461946664834,-3.611800767089996,particular,2,1,8,480,1080
1851,Madrid – Cliente 2432,client,Madrid,urban,40.39240763265245,-3.634773045803751,particular,1,1,6,480,1080
761,Madrid – Cliente 0992,client,Madrid,periurban,40.60251487630989,-3.603550962170519,tienda,9,0,11,480,1080
616,Madrid – Cliente 0801,client,Madrid,urban,40.43108825854328,-3.6080612869891815,particular,1,0,6,480,1080
1819,Madrid – Cliente 2387,client,Madrid,urban,40.39654051979608,-3.6320929086926537,particular,1,1,5,480,1080
912,Madrid – Cliente 1198,client,Madrid,regional,40.58140652264976,-4.311194765289642,tienda,8,0,18,480,1080
178,Madrid – Cliente 0223,client,Madrid,periurban,40.52131328634135,-3.815063030386155,particular,1,0,6,480,1080
901,Madrid – Cliente 1183,client,Madrid,regional,41.09234067735549,-2.1877080829298072,particular,3,0,6,480,1080
1966,Madrid – Cliente 2588,client,Madrid,periurban,40.37312070566677,-3.4660377367932296,particular,1,0,7,480,1080
